OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
2077,,TOYT,TAC,PICKUP,GRY,,Saturday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,10/10/2020 5:00:00 AM,10/10/2020 5:00:00 AM,2020,"BOW VALLEY DR, ANTIQUE CRT",East,5050126.06,Night,Steve Desroches,1500,300,368845.6482,5015893.0311
2078,,TOYT,HIG,CARRY,BLK,,Friday,N,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,10/10/2020 5:00:00 AM,10/9/2020 5:00:00 AM,2020,"CRAMER DR, LAMBERT DR",West,5050135.02,Evening,Sean Devine,1000,1900,360531.8679,5021247.4847
2079,2006,MAZD,M3,4DR,BLK,,Saturday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,10/10/2020 5:00:00 AM,10/10/2020 5:00:00 AM,2020,"BANK ST, HUNT CLUB RD",East,5050001.04,Afternoon,Jessica Bradley,1400,1400,371608.9231,5024095.5107
2080,2017,TOYT,HIG,CARRY,BRN,30000,Sunday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,10/11/2020 5:00:00 AM,10/11/2020 5:00:00 AM,2020,"RIVERSTONE DR, LITTLEWOOD CRT",West,5050141.04,Morning,David Hill,900,900,365977.1248,5013891.9727
2081,2015,VOLK,GTD,4DR,BLK,,Wednesday,Y,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,10/11/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"MOSES TENNISCO ST,MISKWA PRIV",East,5050062.02,Morning,Rawlson King,1200,1100,372872.2273,5035033.1057
2082,2018,TOYT,HIG,CARRY,GRY,,Sunday,N,Laurentian,Ward 15 - Kitchissippi,Sector 14,10/12/2020 5:00:00 AM,10/11/2020 5:00:00 AM,2020,"PRINCETON AVE, COLE AVE",West,5050033.01,Evening,Jeff Leiper,700,2200,363141.8837,5027609.5405
2083,,,,MOTO,BLK,,Monday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,10/12/2020 5:00:00 AM,9/14/2020 5:00:00 AM,2020,"BRIGADIER PRIV, WURTEMBURG ST",Central,5050052.00,,Stéphanie Plante,1300,,369325.6057,5032976.0994
2084,,LEXS,RX3,CARRY,GRY,,Sunday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,10/12/2020 5:00:00 AM,10/11/2020 5:00:00 AM,2020,"ROLLING RIVER CRES N, SHORELINE DR N",East,5050126.05,Evening,Steve Desroches,900,2000,368058.3434,5015508.8824
2085,2017,TOYT,TAC,PICKUP,BLK,,Sunday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,10/12/2020 5:00:00 AM,10/11/2020 5:00:00 AM,2020,"BLUEVALE LANE, SUGAR MAPLE DR",East,5050126.05,Evening,Steve Desroches,1100,2300,368060.4425,5015208.0713
2086,2016,MERZ,GLE,4DR,GRY,,Saturday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,10/12/2020 5:00:00 AM,10/10/2020 5:00:00 AM,2020,"CLIFTON RD, RICHMOND RD",Central,5050033.02,Evening,Jeff Leiper,1200,1900,363710.0221,5028595.7098
2087,2007,DODG,R25,PICKUP,SIL,,Monday,N,Billings Bridge - Alta Vista,Ward 17 - Capital,Sector 34,10/13/2020 5:00:00 AM,10/12/2020 5:00:00 AM,2020,"CLEMENTINE BLVD, HERON RD",East,5050004.00,Evening,Shawn Menard,1200,2200,369547.9106,5026785.5322
2088,2017,LEXS,,CARRY,BLK,,Monday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,10/13/2020 5:00:00 AM,10/12/2020 5:00:00 AM,2020,"CHATHAM GDN, SHIREGREEN DR",West,5050140.04,Afternoon,David Hill,700,1700,361766.8656,5015088.4307
2089,,,,,BLK,3195,Tuesday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,10/13/2020 5:00:00 AM,5/21/2019 5:00:00 AM,2020,"HOULAHAN ST, TARTAN DR",West,5050141.12,Morning,David Hill,1400,800,362334.2953,5013753.8788
2090,2020,LEXS,GS45,CARRY,BGE,,Monday,N,Barrhaven,Ward 3 - Barrhaven West,Sector 16,10/13/2020 5:00:00 AM,10/12/2020 5:00:00 AM,2020,"MARAVISTA DR, WEYBRIDGE DR",West,5050140.04,Evening,David Hill,900,2200,361977.8675,5014968.4296
2091,,LEXS,NXT,CARRY,WHI,,Wednesday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,10/14/2020 5:00:00 AM,10/14/2020 5:00:00 AM,2020,"BLUE WILLOW CRES, SPRUCEWOOD PL",East,5050125.06,Morning,Catherine Kitts,900,900,380960.5089,5033337.0707
2092,2016,TOYT,SIE,VAN,WHI,,Wednesday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,10/14/2020 5:00:00 AM,10/14/2020 5:00:00 AM,2020,"CUBA AVE, RUSSELL RD",East,5050011.01,Morning,Marty Carr,900,900,373001.9211,5029505.5486
2093,2020,LEXS,RX3,CARRY,GRY,42950,Tuesday,N,Stittsville,Ward 6 - Stittsville,Sector 13,10/14/2020 5:00:00 AM,10/13/2020 5:00:00 AM,2020,"JAMES LEWIS AVE, BRIGHTSIDE AVE",West,5050151.08,Evening,Glen Gower,900,2200,351376.7873,5012460.4104
2094,2009,HOND,CRV,CARRY,BLK,5000,Wednesday,Y,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,10/14/2020 5:00:00 AM,10/14/2020 5:00:00 AM,2020,"METCALFE ST, PRETORIA AVE",Central,5050036.00,Evening,Shawn Menard,200,1800,368492.9019,5030331.5617
2095,,,,OTHER,BLK,,Wednesday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,10/15/2020 5:00:00 AM,10/14/2020 5:00:00 AM,2020,"BESSERER ST, KING EDWARD AVE",Central,5050053.00,Afternoon,Stéphanie Plante,1300,1400,368552.594,5032339.2973
2096,2020,LEXS,NX3,CARRY,SIL,,Thursday,Y,Greenbelt SouthEast,Ward 10 - Gloucester-Southgate,Sector 33,10/15/2020 5:00:00 AM,10/15/2020 5:00:00 AM,2020,"HIGHWAY 417, HWY 417 ANDERSON IC104R51",East,5050126.04,Night,Jessica Bradley,400,400,379586.9579,5026005.512
2097,,MERZ,350,CARRY,BLK,,Saturday,N,Civic Hospital-Central Park,Ward 16 - River,Sector 21,10/15/2020 5:00:00 AM,10/10/2020 5:00:00 AM,2020,"GRIFFITH WAY, LEXINGTON ST",Central,5050020.01,Evening,Riley Brockington,900,1900,366751.9001,5025864.5256
2098,2019,TOYT,,CARRY,WHI,,Wednesday,N,Stittsville,Ward 6 - Stittsville,Sector 13,10/15/2020 5:00:00 AM,10/14/2020 5:00:00 AM,2020,BRIGHTSIDE:HOPETOWN,West,5050151.08,Evening,Glen Gower,700,2100,351482.2285,5012339.3397
2099,2020,TOYT,TAC,PICKUP,GRY,,Thursday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,10/16/2020 5:00:00 AM,10/15/2020 5:00:00 AM,2020,"STONEMEADOW DR, SUGAR PINE CRES",West,5050161.06,Evening,Allan Hubley,800,2100,356239.5635,5016378.2726
2100,2020,TOYT,TAC,PICKUP,GRY,,Friday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,10/16/2020 5:00:00 AM,10/16/2020 5:00:00 AM,2020,"DAVY ST, SUGAR PINE CRES",West,5050161.06,Morning,Allan Hubley,600,600,356217.8345,5016464.2276
2101,2020,FORD,EXL,CARRY,WHI,,Friday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,10/17/2020 5:00:00 AM,10/16/2020 5:00:00 AM,2020,"ENSATINA CRES, FAMEFLOWER ST, SOLDATS-RIENDEAU ST",West,5050141.15,Evening,David Hill,1200,2300,364528.2143,5011541.3242
2102,2017,LEXS,,4DR,RED,,Saturday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,10/17/2020 5:00:00 AM,10/17/2020 5:00:00 AM,2020,"LOBELIA WAY, CAPRIHANI WAY",East,5050171.05,Morning,Matthew Luloff,900,900,386058.8561,5038365.7319
2103,2017,TOYT,TAC,PICKUP,BLU,52000,Friday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,10/17/2020 5:00:00 AM,10/16/2020 5:00:00 AM,2020,"LINARIA WALK, ARROWGRASS WAY",East,5050171.10,Evening,Catherine Kitts,900,2200,386657.445,5036426.5481
2104,2019,LEXS,RX3,CARRY,RED,40000,Saturday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,10/17/2020 5:00:00 AM,10/17/2020 5:00:00 AM,2020,"LINARIA WALK, ARROWGRASS WAY",East,5050171.10,Night,Catherine Kitts,500,500,386657.445,5036426.5481
2105,2016,DODG,CAR,VAN,WHI,,Saturday,Y,Orléans Chatelaine Village,Ward 1 - Orléans East-Cumberland,Sector 31,10/17/2020 5:00:00 AM,10/17/2020 5:00:00 AM,2020,"JEANNE D'ARC BLVD N, PARKROSE PRIV",East,5050170.01,Evening,Matthew Luloff,200,2000,383459.2027,5039777.4636
2106,2017,NISS,ROG,CARRY,BLU,15000,Saturday,Y,Beaverbrook,Ward 4 - Kanata North,Sector 13,10/17/2020 5:00:00 AM,10/17/2020 5:00:00 AM,2020,"BEAVERBROOK LANE, TERON RD",West,5050160.02,Evening,Cathy Curry,1800,1800,351771.8135,5021329.4838
2107,2017,TOYT,HIG,CARRY,WHI,,Sunday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,10/18/2020 5:00:00 AM,10/18/2020 5:00:00 AM,2020,"MEADOWBREEZE DR, MADAKET PRIV",West,5050161.06,Afternoon,Allan Hubley,1500,1200,355833.0375,5015038.2509
2108,2017,LEXS,,CARRY,WHI,,Sunday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,10/18/2020 5:00:00 AM,10/18/2020 5:00:00 AM,2020,"BRIDLE PARK DR, FLINTRIDGE CRES E",West,5050161.05,Night,Allan Hubley,600,100,356045.0156,5016311.4646
2109,2016,,,MOTO,YEL,,Wednesday,Y,Carleton Heights - Rideauview,Ward 16 - River,Sector 17,10/18/2020 5:00:00 AM,10/14/2020 5:00:00 AM,2020,"PRINCE OF WALES DR, 187 N OF HOG'S BACK RD, CHATEAU ROYALE ENTRANCE",West,5050020.01,Evening,Riley Brockington,1100,2200,367286.9019,5025855.5255
2110,2018,LEXS,,4DR,BLK,,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,10/19/2020 5:00:00 AM,10/18/2020 5:00:00 AM,2020,"DEERCROFT AVE, KELTIE PRIV E",West,5050141.11,Evening,Wilson Lo,800,2100,364355.5169,5015220.7384
2111,2019,TOYT,HIG,CARRY,GRY,,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,10/19/2020 5:00:00 AM,10/18/2020 5:00:00 AM,2020,"MOUNTSHANNON DR,VIA MATTINO WAY",West,5050141.05,Evening,Wilson Lo,300,2000,364252.7342,5016543.1144
2112,2008,VOLK,RAB,4DR,BLK,5200,Monday,Y,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,10/19/2020 5:00:00 AM,10/19/2020 5:00:00 AM,2020,"HAXBY PRIV, RUSHFORD PRIV",East,5050001.05,Morning,Jessica Bradley,600,600,372486.9249,5025582.5205
2113,,SNOW,MXZ8,OTHER,YEL,,Wednesday,N,Kinburn,Ward 5 - West Carleton-March,Sector 11,10/19/2020 5:00:00 AM,10/7/2020 5:00:00 AM,2020,"BAIRD SIDE RD, DIAMONDVIEW RD",West,5050301.00,Evening,Clarke Kelly,1900,1800,333305.7158,5027555.5714
2114,2005,HOND,ACC,4DR,BLK,,Saturday,Y,Cummings,Ward 11 - Beacon Hill-Cyrville,Sector 32,10/19/2020 5:00:00 AM,10/17/2020 5:00:00 AM,2020,LEMIEUX ST:ST LAURENT BLVD,East,5050012.00,Afternoon,Tim Tierney,1100,1400,372398.7539,5031735.8999
2115,2004,NISS,PTH,CARRY,BLK,,Monday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,10/20/2020 5:00:00 AM,10/19/2020 5:00:00 AM,2020,"GLYNN AVE, QUILL ST",Central,5050013.00,Evening,Rawlson King,1000,1800,370719.9065,5032141.5742
2116,2018,TOYT,HIG,CARRY,WHI,49000,Tuesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,10/21/2020 5:00:00 AM,10/20/2020 5:00:00 AM,2020,"NESTLETON ST, TERRAPIN TER",East,5050171.09,Evening,Catherine Kitts,600,2000,385582.1663,5035376.223
2117,2017,MERZ,,4DR,BLK,,Tuesday,N,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,10/21/2020 5:00:00 AM,10/20/2020 5:00:00 AM,2020,"INVERNESS AVE, WIGAN DR",West,5050131.02,Evening,Sean Devine,1100,2200,365827.8961,5024603.515
2118,2014,KIA,FOR,2DR,WHI,,Friday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,10/23/2020 5:00:00 AM,10/23/2020 5:00:00 AM,2020,"CUMBERLAND ST, GEORGE ST",Central,5050054.00,Afternoon,Stéphanie Plante,1400,1400,368325.8978,5032415.5803
2119,2019,TOYT,HIG,CARRY,WHI,,Thursday,N,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,10/23/2020 5:00:00 AM,10/22/2020 5:00:00 AM,2020,"SAUTERNE PK S, VINEYARD DR S",East,5050124.03,Evening,Laura Dudas,700,2200,379154.9252,5036995.5872
2120,,AUDI,S5C,2DR,GRY,,Monday,N,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,10/23/2020 5:00:00 AM,10/19/2020 5:00:00 AM,2020,"NAGEL AVE, VISA CRT",East,5050170.04,Morning,Matthew Luloff,1900,600,383013.9427,5037245.5692
2121,,TOYT,4RN,CARRY,BLK,,Thursday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,10/23/2020 5:00:00 AM,10/22/2020 5:00:00 AM,2020,"FELICITY CRES, FELICITY CRES",East,5050125.06,Evening,Catherine Kitts,1800,2200,381514.6955,5032136.3381
2122,2017,FORD,ESP,CARRY,BLU,,Friday,Y,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,10/23/2020 5:00:00 AM,10/23/2020 5:00:00 AM,2020,"GRADY CRES S, JANSEN RD S",West,5050135.02,Afternoon,Sean Devine,1500,1500,360199.866,5021131.4825
2123,2000,HOND,CIV,2DR,RED,2000,Friday,Y,Crestview - Meadowlands,Ward 8 - College,Sector 17,10/23/2020 5:00:00 AM,10/23/2020 5:00:00 AM,2020,"BASELINE RD, PENDER ST",West,5050023.01,Night,Laine Johnson,1200,200,363939.2782,5024624.827
2124,2002,FORD,F15,PICKUP,BLU,,Friday,Y,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,10/23/2020 5:00:00 AM,10/23/2020 5:00:00 AM,2020,"MILLCRAFT CRES N, IRWIN MILLER ST N",Central,5050100.00,Morning,Stéphanie Plante,1300,800,371088.5136,5032732.5482
2125,2014,FORD,XPL,CARRY,WHI,15000,Friday,Y,Ottawa South,Ward 17 - Capital,Sector 22,10/23/2020 5:00:00 AM,10/23/2020 5:00:00 AM,2020,"AVENUE RD, GLENVIEW AVE",Central,5050016.00,Afternoon,Shawn Menard,1700,1700,369382.9078,5029154.551
2126,2017,HYUN,UDY,CARRY,SIL,26000,Friday,N,Qualicum - Redwood Park,Ward 8 - College,Sector 15,10/24/2020 5:00:00 AM,10/23/2020 5:00:00 AM,2020,"DRAPER AVE S, MORRISON DR S",West,5050027.00,Evening,Laine Johnson,900,2200,360036.8661,5022466.4944
2127,,,,,,,Tuesday,N,Orléans Industrial,Ward 2 - Orléans West-Innes,Sector 31,10/24/2020 5:00:00 AM,6/30/2020 5:00:00 AM,2020,"OR174 JEANNE D'A IC105R51, REGIONAL RD 174",East,5050124.01,Afternoon,Laura Dudas,1300,1200,379005.9252,5036769.5864
2128,2020,FORD,TRN,VAN,WHI,,Friday,Y,Laurentian,Ward 15 - Kitchissippi,Sector 14,10/24/2020 5:00:00 AM,10/23/2020 5:00:00 AM,2020,"DANFORTH AVE, ROOSEVELT AVE",West,5050033.01,Evening,Jeff Leiper,1100,1900,363025.7464,5028077.079
2129,,FORD,F15,PICKUP,GRY,,Saturday,N,Britannia Village,Ward 7 - Bay,Sector 14,10/24/2020 5:00:00 AM,10/24/2020 5:00:00 AM,2020,"POULIN AVE, REGINA ST",West,5050030.00,Night,Theresa Kavanagh,1000,300,360165.8692,5025263.5188
2130,2006,FORD,F15,PICKUP,RED,,Saturday,Y,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,10/24/2020 5:00:00 AM,10/24/2020 5:00:00 AM,2020,"GRADY CRES S, JANSEN RD S",West,5050135.02,Evening,Sean Devine,1900,1900,360199.866,5021131.4825
2131,2019,VOLK,GOL,4DR,BLK,,Saturday,Y,Cityview - Skyline - Fisher Heights,Ward 9 - Knoxdale-Merivale,Sector 17,10/24/2020 5:00:00 AM,10/24/2020 5:00:00 AM,2020,"MEADOWLANDS DR, NESS ST",West,5050132.00,Night,Sean Devine,600,400,366417.23,5024944.2349
2132,,LEXS,GS4,CARRY,GRY,,Friday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,10/24/2020 5:00:00 AM,10/23/2020 5:00:00 AM,2020,"CHAPERAL PRIV, CHAPERAL PRIV, CHAPERAL PRIV",East,5050171.09,Evening,Catherine Kitts,1100,2200,383401.9241,5034580.4975
2133,,EMMO,,MOTO,BLK,,Friday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,10/24/2020 5:00:00 AM,10/23/2020 5:00:00 AM,2020,"ROSE ST, ST. ANDREW ST",Central,5050056.00,Evening,Stéphanie Plante,1000,2100,368331.8959,5033059.5863
2134,2008,CADI,SRX,CARRY,RED,,Saturday,Y,Braemar Park - Bel Air Heights - Copeland Park,Ward 8 - College,Sector 17,10/25/2020 5:00:00 AM,10/24/2020 5:00:00 AM,2020,"AINSLEY DR, HANBURY AVE",West,5050023.01,Evening,Laine Johnson,1400,1900,363235.4717,5024389.3339
2135,2018,DODG,DUR,CARRY,WHI,,Sunday,Y,Britannia Village,Ward 7 - Bay,Sector 14,10/25/2020 5:00:00 AM,10/25/2020 5:00:00 AM,2020,"DON ST,GREENVIEW AVE",West,5050029.00,Afternoon,Theresa Kavanagh,1600,1600,359816.6215,5025000.4216
2136,2012,MAZD,M5,STWGN,WHI,,Saturday,Y,Cummings,Ward 13 - Rideau-Rockcliffe,Sector 32,10/25/2020 5:00:00 AM,10/24/2020 5:00:00 AM,2020,"PAUL AVE, TROJAN AVE",East,5050061.00,Evening,Rawlson King,100,2300,371993.9074,5033642.5849
2137,2015,FORD,COF,PICKUP,DGR,,Sunday,Y,Navan - Carlsbad Springs,Ward 19 - Orléans South-Navan,Sector 37,10/26/2020 5:00:00 AM,10/25/2020 5:00:00 AM,2020,"MONIQUE AVE, WALL RD",East,5050171.03,Afternoon,Catherine Kitts,900,1300,384148.9631,5032747.5338
2138,2019,TOYT,TAC,PICKUP,BLK,,Monday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,10/27/2020 5:00:00 AM,10/26/2020 5:00:00 AM,2020,"DOVERCOURT AVE, EDISON AVE",Central,5050033.01,Afternoon,Jeff Leiper,1100,1700,363531.8857,5027388.5383
2139,2003,,,MOTO,BLK,1500,Friday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,10/27/2020 5:00:00 AM,10/23/2020 5:00:00 AM,2020,"BOLTON ST, KING EDWARD AVE",Central,5050056.00,,Stéphanie Plante,1800,,368040.6601,5033172.5912
2140,2020,MAZD,CX5,CARRY,BLU,,Friday,Y,Carlingwood West - Glabar Park - McKellar Heights,Ward 7 - Bay,Sector 14,10/27/2020 5:00:00 AM,9/25/2020 5:00:00 AM,2020,"CLYDE AVE N, DOHENY ST",West,5050025.00,Afternoon,Theresa Kavanagh,1400,1600,363590.8856,5026700.5325
2141,2019,SUBA,FOR,CARRY,GRY,40000,Tuesday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,10/27/2020 5:00:00 AM,10/27/2020 5:00:00 AM,2020,"TARTAN DR, TOWNSEND DR N",West,5050140.05,Afternoon,David Hill,1200,1200,363294.8743,5014718.4285
2142,2018,TOYT,TAC,PICKUP,GRY,,Wednesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,10/28/2020 5:00:00 AM,10/28/2020 5:00:00 AM,2020,"CHARLEMAGNE BLVD, MARINOFF WAY",East,5050170.09,Morning,Matthew Luloff,600,600,384295.3594,5038165.6728
2143,,TOYT,HIG,CARRY,WHI,,Tuesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,10/28/2020 5:00:00 AM,10/27/2020 5:00:00 AM,2020,"APOLLO WAY, CANEMORE CRES S",East,5050170.09,Evening,Matthew Luloff,1100,1900,384166.9474,5037723.5669
2144,2005,,,MOTO,GRY,,Thursday,Y,West Centertown,Ward 14 - Somerset,Sector 22,10/29/2020 5:00:00 AM,10/29/2020 5:00:00 AM,2020,"ECCLES ST, PRESTON ST",Central,5050041.00,Afternoon,Ariel Troster,1300,1300,366331.9032,5030074.8462
2145,2014,MITS,MES,4DR,GRY,,Thursday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,10/30/2020 5:00:00 AM,10/29/2020 5:00:00 AM,2020,"PARK ST, SHAKESPEARE ST",Central,5050103.00,Evening,Stéphanie Plante,1200,1800,370372.9016,5033623.5881
2146,2015,KUBO,,,RED,,Thursday,N,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Ward 9 - Knoxdale-Merivale,Sector 17,10/30/2020 5:00:00 AM,10/29/2020 5:00:00 AM,2020,"AMBERWOOD CRES, PRINCE OF WALES DR",West,5050130.01,Afternoon,Sean Devine,800,1700,367435.9037,5020646.4835
2147,2019,CHEV,CRU,,GRY,,Monday,Y,Centretown,Ward 14 - Somerset,Sector 23,10/30/2020 5:00:00 AM,10/5/2020 5:00:00 AM,2020,"BANK ST, QUEEN ST",Central,5050048.00,Afternoon,Ariel Troster,900,1500,367343.8961,5031488.5737
2148,2020,LEXS,,CARRY,SIL,,Friday,Y,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,10/31/2020 5:00:00 AM,10/30/2020 5:00:00 AM,2020,"HUNTER'S RUN DR, HUNTER'S RUN GT",East,5050125.07,Evening,Laura Dudas,1400,2300,380821.938,5035577.5673
2149,2017,TOYT,PRI,4DR,GRY,,Saturday,Y,Civic Hospital-Central Park,Ward 15 - Kitchissippi,Sector 21,10/31/2020 5:00:00 AM,10/31/2020 5:00:00 AM,2020,"MACFARLANE AVE, RUSKIN ST",Central,5050034.00,,Jeff Leiper,,,365657.8933,5028516.5482
2150,2016,LEXS,,CARRY,WHI,30000,Monday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,11/2/2020 5:00:00 AM,11/2/2020 5:00:00 AM,2020,"CHAPERAL PRIV, CHAPERAL PRIV, CHAPERAL PRIV",East,5050171.09,Morning,Catherine Kitts,700,700,383427.6655,5034657.2156
2151,2019,,,,BLU,14000,Sunday,N,Kinburn,Ward 5 - West Carleton-March,Sector 11,11/2/2020 5:00:00 AM,11/1/2020 5:00:00 AM,2020,"KILMAURS SIDE RD, STONECREST RD",West,5050301.00,Evening,Clarke Kelly,800,2300,332946.7832,5035337.6349
2152,2000,DODG,R15,PICKUP,BLK,,Monday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,11/3/2020 5:00:00 AM,11/2/2020 5:00:00 AM,2020,"JUDGE ST, JUDGE ST",West,5050029.00,Afternoon,Theresa Kavanagh,0,1200,359818.867,5024410.5111
2153,2012,MERZ,MC4,4DR,BLK,,Thursday,N,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,11/5/2020 5:00:00 AM,11/5/2020 5:00:00 AM,2020,"HAZELDEAN RD, CARBROOKE ST, IRWIN GATE",West,5050160.04,Morning,Allan Hubley,1500,1000,353417.818,5018264.4572
2154,2011,FORD,EXL,CARRY,BLK,,Wednesday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,11/5/2020 5:00:00 AM,11/4/2020 5:00:00 AM,2020,"LILIBET CRES N, ALBION RD",East,5050001.01,Evening,Jessica Bradley,1200,1900,371101.3274,5026190.4915
2155,2017,LEXS,,CARRY,WHI,,Friday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,11/6/2020 5:00:00 AM,11/6/2020 5:00:00 AM,2020,"HARWOOD AVE, PINECREST RD",West,5050028.00,Morning,Theresa Kavanagh,600,600,360209.8692,5024119.5092
2156,2016,LEXS,RX35,CARRY,GRY,,Friday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,11/6/2020 5:00:00 AM,11/6/2020 5:00:00 AM,2020,"SOLERA CIRC, SOLERA CIRC",East,5050001.06,Morning,Jessica Bradley,800,800,372074.286,5024548.5826
2157,2007,ACUR,TSX,4DR,BLU,,Friday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,11/6/2020 5:00:00 AM,11/6/2020 5:00:00 AM,2020,"DES PERES BLANCS AVE, MARIER AVE",Central,5050104.00,Evening,Stéphanie Plante,1900,1900,370063.9005,5033669.5891
2158,2018,LEXS,,CARRY,BLK,,Friday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,11/6/2020 5:00:00 AM,11/6/2020 5:00:00 AM,2020,"SOUTHPORT DR, SOUTHPORT DR",East,5050001.06,Morning,Jessica Bradley,800,800,372528.009,5024806.9665
2159,2019,TOYT,HIG,CARRY,WHI,50000,Friday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,11/6/2020 5:00:00 AM,11/6/2020 5:00:00 AM,2020,"ZAIDAN DR, INVERKIP AVE",East,5050001.05,Morning,Jessica Bradley,800,800,372744.1629,5025588.7365
2160,2011,DODG,CVN,VAN,SIL,,Thursday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,11/6/2020 5:00:00 AM,11/5/2020 5:00:00 AM,2020,"LILIBET CRES N, ALBION RD",East,5050001.01,Afternoon,Jessica Bradley,800,1500,371101.3274,5026190.4915
2161,2016,TOYT,TAC,PICKUP,GRY,,Friday,N,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,11/7/2020 5:00:00 AM,11/6/2020 5:00:00 AM,2020,"BALMORAL PL, LOGAN AVE",East,5050006.00,Evening,Marty Carr,1100,2300,370342.9113,5029048.5488
